date;v0;kappa;theta;eta;rho
12/03/2025;0.242608769;0.100727596;0.100727596;0.1;-0.012369128
13/03/2025;0.242608769;0.100727596;0.100727596;0.1;-0.012369128
14/03/2025;0.242608769;0.100727596;0.100727596;0.1;-0.012369128
