;contractID;symbol;expiration;strike;type;last;mark;bid;bid_size;ask;ask_size;volume;open_interest;date;implied_volatility;delta;gamma;theta;vega;rho;underlying;price_date
664;AAPL250417C00190000;AAPL;17/04/2025;190;call;22.7;23.27;23.2;23;23.35;23;160;2909;13/03/2025;0.3994;0.81389;0.01033;-0.11674;0.17396;0.14133;AAPL;13/03/2025
665;AAPL250417P00190000;AAPL;17/04/2025;190;put;2.71;2.6;2.58;31;2.62;62;1412;6519;13/03/2025;0.38766;-0.17993;0.01042;-0.08955;0.17033;-0.03867;AAPL;13/03/2025
666;AAPL250417C00195000;AAPL;17/04/2025;195;call;18.7;19.2;19.15;62;19.25;23;147;3346;13/03/2025;0.38202;0.76047;0.01252;-0.12668;0.20163;0.13449;AAPL;13/03/2025
667;AAPL250417P00195000;AAPL;17/04/2025;195;put;3.55;3.52;3.5;65;3.55;27;1028;4989;13/03/2025;0.37241;-0.23482;0.0127;-0.09985;0.19945;-0.05059;AAPL;13/03/2025
668;AAPL250417C00200000;AAPL;17/04/2025;200;call;15.29;15.43;15.35;22;15.5;23;4525;7718;13/03/2025;0.36617;0.69503;0.01473;-0.13442;0.22743;0.12495;AAPL;13/03/2025
669;AAPL250417P00200000;AAPL;17/04/2025;200;put;4.75;4.75;4.7;35;4.8;85;10321;16123;13/03/2025;0.3587;-0.30207;0.01498;-0.10796;0.22646;-0.06529;AAPL;13/03/2025
670;AAPL250417C00205000;AAPL;17/04/2025;205;call;12.05;12.05;12;22;12.1;19;793;1567;13/03/2025;0.3529;0.6176;0.01665;-0.13881;0.24769;0.11262;AAPL;13/03/2025
671;AAPL250417P00205000;AAPL;17/04/2025;205;put;6.55;6.35;6.3;20;6.4;20;1672;9701;13/03/2025;0.34604;-0.38095;0.01696;-0.11208;0.24741;-0.08268;AAPL;13/03/2025
672;AAPL250417C00210000;AAPL;17/04/2025;210;call;9.02;9.05;9;23;9.1;30;4514;2172;13/03/2025;0.33918;0.5309;0.01806;-0.13727;0.25826;0.09807;AAPL;13/03/2025
673;AAPL250417P00210000;AAPL;17/04/2025;210;put;8.45;8.38;8.3;32;8.45;51;5732;14948;13/03/2025;0.33461;-0.46925;0.01831;-0.11079;0.25826;-0.10238;AAPL;13/03/2025
674;AAPL250417C00215000;AAPL;17/04/2025;215;call;6.5;6.5;6.45;84;6.55;35;4385;4239;13/03/2025;0.32607;0.43781;0.01861;-0.12931;0.25588;0.08179;AAPL;13/03/2025
675;AAPL250417P00215000;AAPL;17/04/2025;215;put;10.91;10.88;10.8;5;10.95;10;6518;15365;13/03/2025;0.32425;-0.56277;0.01871;-0.10321;0.25582;-0.12359;AAPL;13/03/2025
676;AAPL250417C00220000;AAPL;17/04/2025;220;call;4.45;4.45;4.4;141;4.5;22;6274;8018;13/03/2025;0.31434;0.34375;0.01803;-0.1153;0.2389;0.06485;AAPL;13/03/2025
677;AAPL250417P00220000;AAPL;17/04/2025;220;put;13.9;13.88;13.75;30;14;32;4037;15439;13/03/2025;0.31525;-0.65572;0.01799;-0.0897;0.23904;-0.14515;AAPL;13/03/2025
678;AAPL250417C00225000;AAPL;17/04/2025;225;call;2.9;2.92;2.9;100;2.94;8;5206;4381;13/03/2025;0.3055;0.25648;0.01624;-0.0973;0.20913;0.04877;AAPL;13/03/2025
679;AAPL250417P00225000;AAPL;17/04/2025;225;put;17.4;17.35;17.2;19;17.5;12;948;21514;13/03/2025;0.30748;-0.74196;0.01618;-0.07164;0.20979;-0.16582;AAPL;13/03/2025
680;AAPL250417C00230000;AAPL;17/04/2025;230;call;1.82;1.83;1.81;6;1.85;9;6599;12093;13/03/2025;0.29833;0.18138;0.01361;-0.07726;0.1712;0.03471;AAPL;13/03/2025
681;AAPL250417P00230000;AAPL;17/04/2025;230;put;22.3;21.38;21.25;10;21.5;10;800;16634;13/03/2025;0.30885;-0.80946;0.01356;-0.0552;0.1765;-0.18325;AAPL;13/03/2025
682;AAPL250417C00235000;AAPL;17/04/2025;235;call;1.1;1.12;1.11;9;1.14;33;4043;20288;13/03/2025;0.29437;0.12312;0.01066;-0.05854;0.13225;0.02368;AAPL;13/03/2025
683;AAPL250417P00235000;AAPL;17/04/2025;235;put;26.26;25.77;25.6;12;25.95;15;363;10068;13/03/2025;0.31617;-0.85838;0.01093;-0.04138;0.14565;-0.1973;AAPL;13/03/2025
684;AAPL250417C00240000;AAPL;17/04/2025;240;call;0.7;0.7;0.7;50;0.71;88;6524;16739;13/03/2025;0.29528;0.08289;0.00796;-0.0438;0.09915;0.016;AAPL;13/03/2025
685;AAPL250417P00240000;AAPL;17/04/2025;240;put;30.72;30.45;30.3;5;30.6;8;747;12650;13/03/2025;0.33339;-0.88808;0.00879;-0.03317;0.12362;-0.20776;AAPL;13/03/2025
686;AAPL250417C00245000;AAPL;17/04/2025;245;call;0.45;0.45;0.44;173;0.46;190;2461;22802;13/03/2025;0.29955;0.05624;0.00582;-0.0328;0.07351;0.01088;AAPL;13/03/2025
687;AAPL250417P00245000;AAPL;17/04/2025;245;put;36.12;35.3;35.05;14;35.55;14;197;6993;13/03/2025;0.3587;-0.90467;0.00728;-0.02969;0.11002;-0.21575;AAPL;13/03/2025
688;AAPL250417C00250000;AAPL;17/04/2025;250;call;0.3;0.3;0.3;7;0.31;74;4009;19490;13/03/2025;0.30611;0.03884;0.00423;-0.02482;0.05463;0.00752;AAPL;13/03/2025
689;AAPL250417P00250000;AAPL;17/04/2025;250;put;40.58;40.35;40.15;2;40.55;14;85;3812;13/03/2025;0.39985;-0.90741;0.00639;-0.03415;0.10768;-0.22114;AAPL;13/03/2025
690;AAPL250417C00255000;AAPL;17/04/2025;255;call;0.22;0.21;0.2;45;0.21;18;1504;13933;13/03/2025;0.31495;0.02774;0.00312;-0.01929;0.0414;0.00538;AAPL;13/03/2025
691;AAPL250417P00255000;AAPL;17/04/2025;255;put;44.06;45.38;45.1;10;45.65;103;583;295;13/03/2025;0.43811;-0.91051;0.00568;-0.03768;0.10499;-0.22659;AAPL;13/03/2025
692;AAPL250417C00260000;AAPL;17/04/2025;260;call;0.16;0.15;0.15;89;0.16;92;1403;17649;13/03/2025;0.32394;0.02005;0.00231;-0.01506;0.0315;0.00389;AAPL;13/03/2025
693;AAPL250417P00260000;AAPL;17/04/2025;260;put;48.35;50.35;50.1;10;50.6;15;53;45;13/03/2025;0.46952;-0.91593;0.00506;-0.03846;0.10021;-0.23244;AAPL;13/03/2025
694;AAPL250417C00265000;AAPL;17/04/2025;265;call;0.11;0.12;0.11;2;0.14;16;762;16687;13/03/2025;0.33766;0.01588;0.00181;-0.01284;0.02583;0.00308;AAPL;13/03/2025
695;AAPL250417P00265000;AAPL;17/04/2025;265;put;0;55.35;54.95;105;55.75;105;0;0;13/03/2025;0.50275;-0.91917;0.00459;-0.04044;0.09729;-0.23789;AAPL;13/03/2025
696;AAPL250417C00270000;AAPL;17/04/2025;270;call;0.1;0.1;0.08;34;0.11;526;357;10071;13/03/2025;0.35199;0.01297;0.00146;-0.01122;0.02169;0.00251;AAPL;13/03/2025
697;AAPL250417P00270000;AAPL;17/04/2025;270;put;59.14;60.35;60;15;60.7;111;51;8;13/03/2025;0.53522;-0.92185;0.0042;-0.04242;0.09483;-0.24322;AAPL;13/03/2025
698;AAPL250417C00275000;AAPL;17/04/2025;275;call;0.08;0.15;0.08;4;0.23;1511;159;6284;13/03/2025;0.39498;0.01691;0.00164;-0.01578;0.02725;0.00326;AAPL;13/03/2025
699;AAPL250417P00275000;AAPL;17/04/2025;275;put;0;65.3;64.85;105;65.75;130;0;0;13/03/2025;0.56128;-0.9264;0.00383;-0.04186;0.0906;-0.24888;AAPL;13/03/2025
700;AAPL250417C00280000;AAPL;17/04/2025;280;call;0.07;0.07;0.06;27;0.07;14;516;5838;13/03/2025;0.37851;0.00881;0.00097;-0.00859;0.01549;0.0017;AAPL;13/03/2025
701;AAPL250417P00280000;AAPL;17/04/2025;280;put;67.45;70.3;69.9;101;70.7;101;1;6;13/03/2025;0.59192;-0.92834;0.00356;-0.04363;0.08877;-0.25407;AAPL;13/03/2025
702;AAPL250417C00285000;AAPL;17/04/2025;285;call;0.05;0.06;0.04;54;0.07;26;26;4813;13/03/2025;0.39177;0.00745;0.00081;-0.00766;0.01336;0.00144;AAPL;13/03/2025
703;AAPL250417P00285000;AAPL;17/04/2025;285;put;71.25;75.32;74.85;105;75.8;105;1;0;13/03/2025;0.62409;-0.92922;0.00334;-0.04635;0.08793;-0.25906;AAPL;13/03/2025
704;AAPL250417C00290000;AAPL;17/04/2025;290;call;0.05;0.05;0.04;1;0.06;11;75;2150;13/03/2025;0.4029;0.00615;0.00066;-0.00664;0.01128;0.00119;AAPL;13/03/2025
705;AAPL250417P00290000;AAPL;17/04/2025;290;put;0;80.3;79.9;105;80.7;105;0;0;13/03/2025;0.65107;-0.93151;0.00312;-0.04704;0.08573;-0.26429;AAPL;13/03/2025
706;AAPL250417C00295000;AAPL;17/04/2025;295;call;0.03;0.04;0.03;99;0.05;114;803;1878;13/03/2025;0.41174;0.00492;0.00053;-0.00556;0.00926;0.00095;AAPL;13/03/2025
707;AAPL250417P00295000;AAPL;17/04/2025;295;put;0;85.32;84.85;105;85.8;105;0;0;13/03/2025;0.68201;-0.93205;0.00296;-0.04971;0.0852;-0.26921;AAPL;13/03/2025
708;AAPL250417C00300000;AAPL;17/04/2025;300;call;0.03;0.04;0.03;1;0.05;203;1767;6363;13/03/2025;0.42973;0.00474;0.00049;-0.00561;0.00896;0.00092;AAPL;13/03/2025
709;AAPL250417P00300000;AAPL;17/04/2025;300;put;0;90.35;89.9;105;90.8;105;0;0;13/03/2025;0.71357;-0.93213;0.00283;-0.05288;0.08513;-0.27405;AAPL;13/03/2025
710;AAPL250417C00305000;AAPL;17/04/2025;305;call;0.02;0.03;0.02;29;0.04;105;502;1084;13/03/2025;0.43446;0.0036;0.00038;-0.00443;0.007;0.0007;AAPL;13/03/2025
711;AAPL250417P00305000;AAPL;17/04/2025;305;put;0;95.3;94.85;105;95.75;105;0;0;13/03/2025;0.73506;-0.93502;0.00266;-0.05187;0.08231;-0.27938;AAPL;13/03/2025
712;AAPL250417C00310000;AAPL;17/04/2025;310;call;0.04;0.03;0.02;1;0.04;140;0;715;13/03/2025;0.45122;0.00348;0.00036;-0.00446;0.00679;0.00067;AAPL;13/03/2025
713;AAPL250417P00310000;AAPL;17/04/2025;310;put;0;100.35;99.95;105;100.75;105;0;0;13/03/2025;0.76814;-0.93414;0.00257;-0.05612;0.08317;-0.28405;AAPL;13/03/2025
714;AAPL250417C00315000;AAPL;17/04/2025;315;call;0.02;0.03;0.02;1;0.03;62;1;377;13/03/2025;0.46769;0.00337;0.00033;-0.00449;0.0066;0.00065;AAPL;13/03/2025
715;AAPL250417P00315000;AAPL;17/04/2025;315;put;100.5;105.3;104.9;105;105.7;105;1;1;13/03/2025;0.78841;-0.93674;0.00243;-0.055;0.08061;-0.28932;AAPL;13/03/2025
716;AAPL250417C00320000;AAPL;17/04/2025;320;call;0.02;0.02;0.01;218;0.03;205;2;1359;13/03/2025;0.46571;0.00232;0.00024;-0.00319;0.00472;0.00045;AAPL;13/03/2025
717;AAPL250417P00320000;AAPL;17/04/2025;320;put;0;110.32;109.85;103;110.8;105;0;0;13/03/2025;0.81692;-0.93677;0.00234;-0.05765;0.08058;-0.29414;AAPL;13/03/2025
718;AAPL250417C00325000;AAPL;17/04/2025;325;call;0.01;0.02;0.01;1;0.03;62;2;672;13/03/2025;0.4811;0.00226;0.00023;-0.00322;0.0046;0.00044;AAPL;13/03/2025
719;AAPL250417P00325000;AAPL;17/04/2025;325;put;0;115.3;114.85;105;115.75;105;0;0;13/03/2025;0.83978;-0.93813;0.00224;-0.05803;0.07923;-0.29918;AAPL;13/03/2025
720;AAPL250417C00330000;AAPL;17/04/2025;330;call;0.02;0.01;0.01;150;0.02;67;0;1027;13/03/2025;0.46753;0.00122;0.00013;-0.00178;0.00262;0.00024;AAPL;13/03/2025
721;AAPL250417P00330000;AAPL;17/04/2025;330;put;0;120.32;119.85;105;120.8;105;0;0;13/03/2025;0.86737;-0.93806;0.00217;-0.06064;0.07929;-0.30399;AAPL;13/03/2025
722;AAPL250417C00335000;AAPL;17/04/2025;335;call;0.01;0.01;0;0;0.02;61;88;1230;13/03/2025;0.48156;0.00118;0.00013;-0.00178;0.00255;0.00023;AAPL;13/03/2025
723;AAPL250417P00335000;AAPL;17/04/2025;335;put;0;125.3;124.9;103;125.7;101;0;0;13/03/2025;0.88948;-0.93923;0.00208;-0.06104;0.07813;-0.30899;AAPL;13/03/2025
724;AAPL250417C00340000;AAPL;17/04/2025;340;call;0.01;0.01;0;0;0.02;1;223;4849;13/03/2025;0.49543;0.00116;0.00012;-0.00179;0.0025;0.00022;AAPL;13/03/2025
725;AAPL250417P00340000;AAPL;17/04/2025;340;put;0;130.27;129.85;105;130.7;105;0;0;13/03/2025;0.90975;-0.94064;0.002;-0.06083;0.0767;-0.31405;AAPL;13/03/2025
726;AAPL250425C00100000;AAPL;25/04/2025;100;call;111.26;109.72;108.35;105;111.1;105;10;0;13/03/2025;0.19081;1;0;-0.0118;0;0.11721;AAPL;13/03/2025
727;AAPL250425P00100000;AAPL;25/04/2025;100;put;0.08;0.01;0;0;0.15;23;1;0;13/03/2025;0.70533;-0.00069;0.00005;-0.00139;0.00171;-0.00018;AAPL;13/03/2025
728;AAPL250425C00110000;AAPL;25/04/2025;110;call;0;99.85;98.55;105;101.15;105;0;0;13/03/2025;0.17341;1;0;-0.01298;0;0.12893;AAPL;13/03/2025
729;AAPL250425P00110000;AAPL;25/04/2025;110;put;0;0.01;0;0;1.37;168;0;1;13/03/2025;0.61966;-0.00078;0.00006;-0.00137;0.00193;-0.0002;AAPL;13/03/2025
730;AAPL250425C00120000;AAPL;25/04/2025;120;call;94.93;89.88;88.45;105;91.3;105;23;23;13/03/2025;0.15601;1;0;-0.01416;0;0.14065;AAPL;13/03/2025
731;AAPL250425P00120000;AAPL;25/04/2025;120;put;0;0.01;0;0;1.37;183;0;0;13/03/2025;0.54116;-0.00089;0.00008;-0.00135;0.00218;-0.00023;AAPL;13/03/2025
732;AAPL250425C00130000;AAPL;25/04/2025;130;call;109.45;80.03;78.55;105;81.5;105;0;42;13/03/2025;0.13862;1;0;-0.01534;0;0.15237;AAPL;13/03/2025
733;AAPL250425P00130000;AAPL;25/04/2025;130;put;0;0.01;0;0;1.5;169;0;0;13/03/2025;0.46875;-0.00102;0.0001;-0.00132;0.00247;-0.00026;AAPL;13/03/2025
734;AAPL250425C00140000;AAPL;25/04/2025;140;call;99.35;70.4;69.25;105;71.55;105;0;1;13/03/2025;0.39223;0.99905;0.00011;-0.01755;0.00231;0.16385;AAPL;13/03/2025
735;AAPL250425P00140000;AAPL;25/04/2025;140;put;0.34;0.01;0;0;2.16;313;300;6;13/03/2025;0.40138;-0.00119;0.00014;-0.0013;0.00284;-0.00031;AAPL;13/03/2025
736;AAPL250425C00145000;AAPL;25/04/2025;145;call;0;65.58;64.45;105;66.7;91;0;0;13/03/2025;0.50351;0.98778;0.00088;-0.03016;0.02283;0.16674;AAPL;13/03/2025
737;AAPL250425P00145000;AAPL;25/04/2025;145;put;0;0.76;0.06;163;1.45;147;0;0;13/03/2025;0.65198;-0.0373;0.00173;-0.04339;0.05858;-0.01011;AAPL;13/03/2025
738;AAPL250425C00150000;AAPL;25/04/2025;150;call;0;60.38;58.95;105;61.8;105;0;0;13/03/2025;0.10382;1;0;-0.0177;0;0.17581;AAPL;13/03/2025
739;AAPL250425P00150000;AAPL;25/04/2025;150;put;0.55;0.62;0.25;6;1;418;25;307;13/03/2025;0.57836;-0.03497;0.00186;-0.03643;0.05558;-0.00937;AAPL;13/03/2025
740;AAPL250425C00155000;AAPL;25/04/2025;155;call;0;55.53;54.1;105;56.95;105;0;0;13/03/2025;0.37211;0.99324;0.00071;-0.02401;0.01361;0.17993;AAPL;13/03/2025
741;AAPL250425P00155000;AAPL;25/04/2025;155;put;0;1;0.18;202;1.82;154;0;0;13/03/2025;0.5872;-0.05205;0.00252;-0.05091;0.07664;-0.01404;AAPL;13/03/2025
742;AAPL250425C00160000;AAPL;25/04/2025;160;call;62.18;50.72;49.3;105;52.15;63;0;5;13/03/2025;0.40504;0.97988;0.00167;-0.03485;0.03502;0.1823;AAPL;13/03/2025
743;AAPL250425P00160000;AAPL;25/04/2025;160;put;0.71;0.72;0.5;229;0.95;309;76;29;13/03/2025;0.50031;-0.04549;0.00266;-0.03882;0.06881;-0.01208;AAPL;13/03/2025
744;AAPL250425C00165000;AAPL;25/04/2025;165;call;47;46.83;45.95;23;47.7;116;2;0;13/03/2025;0.52211;0.92721;0.00368;-0.07796;0.09958;0.17387;AAPL;13/03/2025
745;AAPL250425P00165000;AAPL;25/04/2025;165;put;0.74;0.87;0.69;415;1.05;458;154;28;13/03/2025;0.47348;-0.05623;0.00332;-0.04335;0.08147;-0.01491;AAPL;13/03/2025
746;AAPL250425C00170000;AAPL;25/04/2025;170;call;41.8;41.97;41.3;19;42.65;52;7;0;13/03/2025;0.48263;0.91621;0.00443;-0.07999;0.11079;0.17688;AAPL;13/03/2025
747;AAPL250425P00170000;AAPL;25/04/2025;170;put;1.01;1.11;0.79;12;1.44;623;8;25;13/03/2025;0.4526;-0.07202;0.00421;-0.05005;0.09876;-0.0191;AAPL;13/03/2025
748;AAPL250425C00175000;AAPL;25/04/2025;175;call;36.58;37.67;36.6;21;38.75;101;6;1;13/03/2025;0.48445;0.88515;0.00556;-0.09617;0.13957;0.17427;AAPL;13/03/2025
749;AAPL250425P00175000;AAPL;25/04/2025;175;put;1.37;1.43;1.23;1;1.62;574;12;50;13/03/2025;0.43293;-0.09253;0.00532;-0.05759;0.1193;-0.02454;AAPL;13/03/2025
750;AAPL250425C00180000;AAPL;25/04/2025;180;call;34.73;32.6;31.85;71;33.35;19;5;0;13/03/2025;0.4247;0.87594;0.0067;-0.0907;0.14737;0.17797;AAPL;13/03/2025
751;AAPL250425P00180000;AAPL;25/04/2025;180;put;1.85;1.81;1.75;1;1.86;22;57;211;13/03/2025;0.41129;-0.11744;0.00666;-0.06467;0.14179;-0.03114;AAPL;13/03/2025
752;AAPL250425C00185000;AAPL;25/04/2025;185;call;27.85;27.57;25.95;228;29.2;56;20;4;13/03/2025;0.36845;0.86297;0.00827;-0.08583;0.15786;0.18069;AAPL;13/03/2025
753;AAPL250425P00185000;AAPL;25/04/2025;185;put;2.39;2.39;2.27;21;2.51;324;53;475;13/03/2025;0.39528;-0.15187;0.00826;-0.0737;0.16919;-0.04033;AAPL;13/03/2025
754;AAPL250425C00190000;AAPL;25/04/2025;190;call;23.2;24.1;23.65;8;24.55;44;31;2020;13/03/2025;0.39528;0.79726;0.00992;-0.11034;0.20313;0.16855;AAPL;13/03/2025
755;AAPL250425P00190000;AAPL;25/04/2025;190;put;3.05;2.96;2.78;61;3.15;68;94;2142;13/03/2025;0.37059;-0.18982;0.01017;-0.07904;0.19519;-0.05038;AAPL;13/03/2025
756;AAPL250425C00195000;AAPL;25/04/2025;195;call;21.38;19.85;18.8;237;20.9;64;3;11;13/03/2025;0.36754;0.75139;0.01198;-0.11378;0.22802;0.16222;AAPL;13/03/2025
757;AAPL250425P00195000;AAPL;25/04/2025;195;put;4.33;3.65;3.2;236;4.1;83;149;369;13/03/2025;0.34406;-0.23673;0.01246;-0.08252;0.22206;-0.06278;AAPL;13/03/2025
758;AAPL250425C00200000;AAPL;25/04/2025;200;call;15.5;16.1;15.95;65;16.25;23;18;35;13/03/2025;0.35199;0.6893;0.01394;-0.11926;0.25415;0.1513;AAPL;13/03/2025
759;AAPL250425P00200000;AAPL;25/04/2025;200;put;5.3;5.4;5.2;30;5.6;57;2110;492;13/03/2025;0.35184;-0.31065;0.01395;-0.0956;0.25413;-0.0831;AAPL;13/03/2025
760;AAPL250425C00205000;AAPL;25/04/2025;205;call;12.56;12.55;11.65;414;13.45;68;10;31;13/03/2025;0.33263;0.61771;0.01593;-0.12006;0.27452;0.1378;AAPL;13/03/2025
761;AAPL250425P00205000;AAPL;25/04/2025;205;put;7.3;6.9;6.65;220;7.15;179;285;257;13/03/2025;0.33522;-0.38283;0.01582;-0.09671;0.27464;-0.1027;AAPL;13/03/2025
762;AAPL250425C00210000;AAPL;25/04/2025;210;call;9.6;9.25;8.55;184;9.95;98;115;26;13/03/2025;0.30961;0.53458;0.01784;-0.11518;0.28604;0.12116;AAPL;13/03/2025
763;AAPL250425P00210000;AAPL;25/04/2025;210;put;8.95;8.75;8.1;193;9.4;153;179;260;13/03/2025;0.3183;-0.46519;0.01735;-0.09325;0.28602;-0.12522;AAPL;13/03/2025
764;AAPL250425C00215000;AAPL;25/04/2025;215;call;7.18;7.32;7.1;32;7.55;13;232;77;13/03/2025;0.32013;0.4496;0.01718;-0.11634;0.28482;0.10244;AAPL;13/03/2025
765;AAPL250425P00215000;AAPL;25/04/2025;215;put;12;11.3;10.9;66;11.7;12;543;273;13/03/2025;0.31159;-0.55294;0.01763;-0.08801;0.28458;-0.1499;AAPL;13/03/2025
766;AAPL250425C00220000;AAPL;25/04/2025;220;call;4.8;5.15;5.1;4;5.2;31;516;314;13/03/2025;0.30733;0.36153;0.01694;-0.10474;0.26964;0.08324;AAPL;13/03/2025
767;AAPL250425P00220000;AAPL;25/04/2025;220;put;14.58;13.85;12.9;284;14.8;29;145;462;13/03/2025;0.28873;-0.64943;0.01784;-0.07175;0.26673;-0.17674;AAPL;13/03/2025
768;AAPL250425C00225000;AAPL;25/04/2025;225;call;3.45;3.5;3.4;108;3.6;22;365;530;13/03/2025;0.29803;0.27814;0.01564;-0.09019;0.24148;0.06458;AAPL;13/03/2025
769;AAPL250425P00225000;AAPL;25/04/2025;225;put;17.1;18.17;17.15;70;19.2;171;34;321;13/03/2025;0.31815;-0.70694;0.01502;-0.07184;0.24756;-0.19603;AAPL;13/03/2025
770;AAPL250425C00230000;AAPL;25/04/2025;230;call;2.2;2.29;2.22;94;2.37;22;839;664;13/03/2025;0.29056;0.20427;0.01356;-0.07375;0.20405;0.04776;AAPL;13/03/2025
771;AAPL250425P00230000;AAPL;25/04/2025;230;put;21.73;21.45;19.75;300;23.15;212;42;174;13/03/2025;0.29117;-0.79518;0.01355;-0.04687;0.20437;-0.2217;AAPL;13/03/2025
772;AAPL250425C00235000;AAPL;25/04/2025;235;call;1.46;1.48;1.41;123;1.56;28;672;744;13/03/2025;0.28705;0.14547;0.01106;-0.05831;0.16439;0.03419;AAPL;13/03/2025
773;AAPL250425P00235000;AAPL;25/04/2025;235;put;25.17;26.57;25;183;28.15;172;25;115;13/03/2025;0.3404;-0.80885;0.01112;-0.05432;0.19602;-0.2311;AAPL;13/03/2025
774;AAPL250425C00240000;AAPL;25/04/2025;240;call;0.94;0.99;0.9;130;1.07;134;403;848;13/03/2025;0.28919;0.1039;0.00867;-0.04614;0.12987;0.0245;AAPL;13/03/2025
775;AAPL250425P00240000;AAPL;25/04/2025;240;put;30.45;30.8;30.4;9;31.2;53;22;28;13/03/2025;0.33751;-0.85631;0.00933;-0.03903;0.16303;-0.24781;AAPL;13/03/2025
776;AAPL250425C00245000;AAPL;25/04/2025;245;call;0.68;0.66;0.57;94;0.74;69;228;335;13/03/2025;0.29208;0.07327;0.00662;-0.03573;0.10008;0.01732;AAPL;13/03/2025
777;AAPL250425P00245000;AAPL;25/04/2025;245;put;33.4;35.72;34.65;130;36.8;130;18;37;13/03/2025;0.36937;-0.86956;0.00798;-0.03968;0.1526;-0.25688;AAPL;13/03/2025
778;AAPL250425C00250000;AAPL;25/04/2025;250;call;0.43;0.43;0.4;3;0.47;33;256;845;13/03/2025;0.29422;0.05044;0.0049;-0.02677;0.07474;0.01195;AAPL;13/03/2025
779;AAPL250425P00250000;AAPL;25/04/2025;250;put;36.53;40.6;38.95;130;42.25;130;32;22;13/03/2025;0.39635;-0.88245;0.00691;-0.03862;0.14188;-0.26581;AAPL;13/03/2025
780;AAPL250425C00255000;AAPL;25/04/2025;255;call;0.28;0.38;0.25;35;0.5;182;251;524;13/03/2025;0.31342;0.04292;0.00404;-0.02495;0.06566;0.01015;AAPL;13/03/2025
781;AAPL250425P00255000;AAPL;25/04/2025;255;put;0;44.85;43.95;101;45.75;101;0;1;13/03/2025;0.36723;-0.92633;0.00528;-0.01455;0.1005;-0.28166;AAPL;13/03/2025
782;AAPL250425C00260000;AAPL;25/04/2025;260;call;0.23;0.35;0.11;342;0.6;352;133;386;13/03/2025;0.33385;0.03792;0.00343;-0.02395;0.05938;0.00895;AAPL;13/03/2025
783;AAPL250425P00260000;AAPL;25/04/2025;260;put;0;50.7;49.35;130;52.05;130;0;1;13/03/2025;0.47013;-0.88891;0.0056;-0.04638;0.13629;-0.27931;AAPL;13/03/2025
784;AAPL250425C00265000;AAPL;25/04/2025;265;call;0.37;0.2;0.11;240;0.3;186;22;53;13/03/2025;0.32684;0.02354;0.00236;-0.01576;0.03998;0.00558;AAPL;13/03/2025
785;AAPL250425P00265000;AAPL;25/04/2025;265;put;0;55;53.45;130;56.55;130;0;0;13/03/2025;0.44284;-0.92377;0.0045;-0.02361;0.10314;-0.29299;AAPL;13/03/2025
786;AAPL250425C00270000;AAPL;25/04/2025;270;call;0.13;0.74;0.1;10;1.39;168;1;97;13/03/2025;0.43811;0.05794;0.00368;-0.04385;0.08342;0.01344;AAPL;13/03/2025
787;AAPL250425P00270000;AAPL;25/04/2025;270;put;0;60.12;58.9;130;61.35;130;0;0;13/03/2025;0.48385;-0.92054;0.00425;-0.02986;0.10644;-0.29822;AAPL;13/03/2025
788;AAPL250425C00275000;AAPL;25/04/2025;275;call;0.12;0.18;0.08;10;0.29;87;2;359;13/03/2025;0.36464;0.01953;0.00181;-0.01495;0.03416;0.00461;AAPL;13/03/2025
789;AAPL250425P00275000;AAPL;25/04/2025;275;put;0;65.05;64.35;130;65.75;130;0;0;13/03/2025;0.50595;-0.92583;0.00385;-0.02868;0.10101;-0.30533;AAPL;13/03/2025
790;AAPL250425C00280000;AAPL;25/04/2025;280;call;0.11;0.09;0.07;10;0.11;5;14;15;13/03/2025;0.35123;0.01083;0.00113;-0.00865;0.02055;0.00257;AAPL;13/03/2025
791;AAPL250425P00280000;AAPL;25/04/2025;280;put;0;70.67;69.5;130;71.85;130;0;0;13/03/2025;0.58979;-0.90358;0.00403;-0.05348;0.12297;-0.30646;AAPL;13/03/2025
792;AAPL250425C00285000;AAPL;25/04/2025;285;call;0.11;0.37;0.06;10;0.68;162;0;16;13/03/2025;0.45183;0.03084;0.00214;-0.02705;0.05011;0.00718;AAPL;13/03/2025
793;AAPL250425P00285000;AAPL;25/04/2025;285;put;0;75.92;74.6;101;77.25;101;0;0;13/03/2025;0.63841;-0.89756;0.00389;-0.06409;0.12854;-0.31116;AAPL;13/03/2025
794;AAPL250425C00290000;AAPL;25/04/2025;290;call;0.18;1.1;0.02;109;2.18;218;0;18;13/03/2025;0.57729;0.06528;0.00306;-0.06296;0.09156;0.01483;AAPL;13/03/2025
795;AAPL250425P00290000;AAPL;25/04/2025;290;put;0;80.17;79.25;101;81.1;101;0;0;13/03/2025;0.60076;-0.92576;0.00325;-0.03808;0.10109;-0.32313;AAPL;13/03/2025
796;AAPL250425C00295000;AAPL;25/04/2025;295;call;0;0.66;0.02;88;1.3;208;0;0;13/03/2025;0.54436;0.04396;0.00237;-0.04339;0.06695;0.01008;AAPL;13/03/2025
797;AAPL250425P00295000;AAPL;25/04/2025;295;put;0;85.6;83.4;103;87.8;103;0;0;13/03/2025;0.66738;-0.91206;0.00332;-0.0563;0.11487;-0.32614;AAPL;13/03/2025
